discipline,performance,wind,competitor,date_of_birth,country,venue,gender,date,year,record_type,is_indoor,pending_ratification,mixed_gender_race,women_only_race,venue_country,venue_city,venue_country_official_name,venue_country_region,venue_country_subregion,venue_country_latitude,venue_country_longitude,comp_country_official_name,comp_country_region,comp_country_subregion,comp_country_latitude,comp_country_longitude
500 Metres Short Track,1:01.27,,Wilson QUINCY,2008-01-08,USA,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",W,2024-01-12,2024,World Leading 2024,True,False,False,False,USA,"Virginia Beach Sports Center, Virginia Beach, VA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
4x400 Metres Relay Mixed,3:14.97,,South Africa,,RSA,"UJ Stadium, Johannesburg (RSA)",M,2024-03-27,2024,World U20 Leading 2024,False,False,False,False,RSA,"UJ Stadium, Johannesburg",Republic of South Africa,Africa,Southern Africa,-29.0,24.0,Republic of South Africa,Africa,Southern Africa,-29.0,24.0
4x400 Metres Relay Short Track,3:11.13,,Unattached B,,INT,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",M,2024-01-13,2024,World U20 Leading 2024,True,False,False,False,USA,"Clemson Indoor Track & Field Complex, Clemson, SC",United States of America,Americas,North America,38.0,-97.0,,,,,
4x400 Metres Relay,3:01.68,,Gainesville Elite,,USA,"Percy Beard Track, Gainesville, FL (USA)",M,2024-03-30,2024,World U20 Leading 2024,False,False,False,False,USA,"Percy Beard Track, Gainesville, FL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Sprint Medley 1000m,1:52.19,,SLA Team,,SRI,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",M,2024-03-18,2024,World U20 Leading 2024,False,False,False,False,SRI,"Mahinda Rajapaksha Stadium, Diyagama",Democratic Socialist Republic of Sri Lanka,Asia,Southern Asia,7.0,81.0,Democratic Socialist Republic of Sri Lanka,Asia,Southern Asia,7.0,81.0
500 Metres,1:01.18,,Francesco PERNICI,2003-02-18,ITA,"Centro Gabre Gabric, Brescia (ITA)",W,2024-04-13,2024,World Leading 2024,False,False,False,False,ITA,"Centro Gabre Gabric, Brescia",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
4x200 Metres Relay Short Track,1:25.79,,Archbishop Carroll,,USA,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",M,2024-01-12,2024,World U20 Leading 2024,True,False,False,False,USA,"Virginia Beach Sports Center, Virginia Beach, VA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
400 Metres Short Track,44.49,,Christopher MORALES-WILLIAMS,2004-08-05,CAN,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",W,2024-02-24,2024,World Leading 2024,True,False,False,False,USA,"Randal Tyson Indoor Center, Fayetteville, AR",United States of America,Americas,North America,38.0,-97.0,Canada,Americas,North America,60.0,-95.0
4x100 Metres Relay,38.23,,USA Blue,,USA,"Percy Beard Track, Gainesville, FL (USA)",M,2024-03-30,2024,World U20 Leading 2024,False,False,False,False,USA,"Percy Beard Track, Gainesville, FL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Heptathlon U20 Short Track,5993,,Tomas JÄRVINEN,2005-10-21,CZE,"Atletická hala Otakara Jandery, Praha (CZE) (i)",M,2024-02-11,2024,World U20 Leading 2024,True,False,False,False,CZE,"Atletická hala Otakara Jandery, Praha",Czech Republic,Europe,Central Europe,49.75,15.5,Czech Republic,Europe,Central Europe,49.75,15.5
Heptathlon Short Track,5343,,Aiden CARTER,2005-05-09,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",M,2024-02-24,2024,World U20 Leading 2024,True,False,False,False,USA,"Dempsey Indoor, Seattle, WA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Decathlon U20,7713,,Leo GÖRANSSON,2005-08-05,SWE,"Sunnerbovallen, Ljungby (SWE)",M,2024-05-26,2024,World U20 Leading 2024,False,False,False,False,SWE,"Sunnerbovallen, Ljungby",Kingdom of Sweden,Europe,Northern Europe,62.0,15.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
400 Metres,44.05,,Christopher MORALES-WILLIAMS,2004-08-05,CAN,"Percy Beard Track, Gainesville, FL (USA)",W,2024-05-11,2024,World Leading 2024,False,False,False,False,USA,"Percy Beard Track, Gainesville, FL",United States of America,Americas,North America,38.0,-97.0,Canada,Americas,North America,60.0,-95.0
Decathlon,7235,,Ryo TAKAHASHI,2005-09-26,JPN,"National Stadium, Tokyo (JPN)",M,2024-05-10,2024,World U20 Leading 2024,False,False,False,False,JPN,"National Stadium, Tokyo",Japan,Asia,Eastern Asia,36.0,138.0,Japan,Asia,Eastern Asia,36.0,138.0
20 Kilometres Race Walk,1:22:26,,Sotaro OSAKA,2006-01-31,JPN,Nomi (JPN),M,2024-03-17,2024,World U20 Leading 2024,False,False,False,False,JPN,Nomi,Japan,Asia,Eastern Asia,36.0,138.0,Japan,Asia,Eastern Asia,36.0,138.0
"20,000 Metres Race Walk",1:37:56.0h,,Joao Paulo NOBRE,2005-09-26,BRA,"Pista de Atletismo da UNIFOR, Fortaleza (BRA)",M,2024-04-05,2024,World U20 Leading 2024,False,False,False,False,BRA,"Pista de Atletismo da UNIFOR, Fortaleza",Federative Republic of Brazil,Americas,South America,-10.0,-55.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
300 Metres Short Track,32.36,,Brian FAUST,1999-01-12,USA,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",W,2024-01-13,2024,World Leading 2024,True,False,False,False,USA,"Clemson Indoor Track & Field Complex, Clemson, SC",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
10 Kilometres Race Walk,39:26,,Chenjie LI,2005-05-05,CHN,Taicang (CHN),M,2024-03-03,2024,World U20 Leading 2024,False,False,False,False,CHN,Taicang,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
1000 Metres,2:13.97,,Djamel SEDJATI,1999-05-03,ALG,"McArthur Stadium, Potchefstroom (RSA)",W,2024-03-05,2024,World Leading 2024,False,False,False,False,RSA,"McArthur Stadium, Potchefstroom",Republic of South Africa,Africa,Southern Africa,-29.0,24.0,People's Democratic Republic of Algeria,Africa,Northern Africa,28.0,3.0
4x800 Metres Relay,8:17.28,,Washington,,INT,"Franklin Field, Philadelphia, PA (USA)",W,2024-04-27,2024,World Leading 2024,False,False,False,False,USA,"Franklin Field, Philadelphia, PA",United States of America,Americas,North America,38.0,-97.0,,,,,
4x400 Metres Relay,3:21.70,,United States,,USA,"The Bahamas National Stadium, Nassau (BAH)",W,2024-05-05,2024,World Leading 2024,False,False,False,False,BAH,"The Bahamas National Stadium, Nassau",Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963,United States of America,Americas,North America,38.0,-97.0
2000 Metres Short Track,5:23.30,,Krzysztof ZIELIŃSKI,2005-07-14,POL,"Arena, Toruń (POL) (i)",M,2024-01-28,2024,World U20 Leading 2024,True,False,False,False,POL,"Arena, Toruń",Republic of Poland,Europe,Central Europe,52.0,20.0,Republic of Poland,Europe,Central Europe,52.0,20.0
"10,000 Metres Race Walk",43:14.78,,Jemima MONTAG,1998-02-15,AUS,"AIS Athletics Track, Canberra (AUS)",W,2024-01-27,2024,World Leading 2024,False,False,False,False,AUS,"AIS Athletics Track, Canberra",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
2000 Metres,5:23.30,,Krzysztof ZIELIŃSKI,2005-07-14,POL,"Arena, Toruń (POL) (i)",M,2024-01-28,2024,World U20 Leading 2024,True,False,False,False,POL,"Arena, Toruń",Republic of Poland,Europe,Central Europe,52.0,20.0,Republic of Poland,Europe,Central Europe,52.0,20.0
Mile,3:50.15,,Cameron MYERS,2006-06-09,AUS,"Hayward Field, Eugene, OR (USA)",M,2024-05-25,2024,World U20 Leading 2024,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
5000 Metres Race Walk Short Track,20:50.56,,Lyudmila OLYANOVSKA,1993-02-20,UKR,"KMSHVSM Arena, Kyiv (UKR) (i)",W,2024-01-20,2024,World Leading 2024,True,False,False,False,UKR,"KMSHVSM Arena, Kyiv",Ukraine,Europe,Eastern Europe,49.0,32.0,Ukraine,Europe,Eastern Europe,49.0,32.0
1500 Metres Short Track,3:34.83,,Biniam MEHARY,2006-12-20,ETH,"Arena, Toruń (POL) (i)",M,2024-02-06,2024,World U20 Leading 2024,True,False,False,False,POL,"Arena, Toruń",Republic of Poland,Europe,Central Europe,52.0,20.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
1500 Metres,3:33.30,,Cameron MYERS,2006-06-09,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",M,2024-02-22,2024,World U20 Leading 2024,False,False,False,False,AUS,"The Crest Athletics Centre, Bankstown, Sydney",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
1000 Metres Short Track,2:23.88,,Steven HERGENROTHER,,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",M,2024-02-10,2024,World U20 Leading 2024,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
1000 Metres,2:19.79,,Manuel ZANINI,2006-10-30,ITA,"Arena Civica Gianni Brera, Milano (ITA)",M,2024-04-13,2024,World U20 Leading 2024,False,False,False,False,ITA,"Arena Civica Gianni Brera, Milano",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
5 Kilometres Race Walk,22:14,,Ruping ZHU,2007-08-26,CHN,Taicang (CHN),W,2024-03-03,2024,World Leading 2024,False,False,False,False,CHN,Taicang,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
5000 Metres Race Walk,20:50.56,,Lyudmila OLYANOVSKA,1993-02-20,UKR,"KMSHVSM Arena, Kyiv (UKR) (i)",W,2024-01-20,2024,World Leading 2024,True,False,False,False,UKR,"KMSHVSM Arena, Kyiv",Ukraine,Europe,Eastern Europe,49.0,32.0,Ukraine,Europe,Eastern Europe,49.0,32.0
3000 Metres Race Walk Short Track,12:17.95,,Vitória OLIVEIRA,1992-08-30,POR,"Expocentro, Pombal (POR) (i)",W,2024-02-17,2024,World Leading 2024,True,False,False,False,POR,"Expocentro, Pombal",Portuguese Republic,Europe,Southern Europe,39.5,-8.0,Portuguese Republic,Europe,Southern Europe,39.5,-8.0
3000 Metres Race Walk,12:17.95,,Vitória OLIVEIRA,1992-08-30,POR,"Expocentro, Pombal (POR) (i)",W,2024-02-17,2024,World Leading 2024,True,False,False,False,POR,"Expocentro, Pombal",Portuguese Republic,Europe,Southern Europe,39.5,-8.0,Portuguese Republic,Europe,Southern Europe,39.5,-8.0
800 Metres Short Track,1:47.12,,Jakub DUDYCHA,2005-09-05,CZE,"Halle Stéphane Diagana, Lyon (FRA) (i)",M,2024-02-09,2024,World U20 Leading 2024,True,False,False,False,FRA,"Halle Stéphane Diagana, Lyon",French Republic,Europe,Western Europe,46.0,2.0,Czech Republic,Europe,Central Europe,49.75,15.5
Marathon,2:15:55,,Sutume Asefa KEBEDE,1994-12-11,ETH,Tokyo (JPN),W,2024-03-03,2024,World Leading 2024,False,False,False,False,JPN,Tokyo,Japan,Asia,Eastern Asia,36.0,138.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
800 Metres,1:45.41,,Peyton CRAIG,2005-03-28,AUS,"SA Athletic Stadium, Adelaide (AUS)",M,2024-02-10,2024,World U20 Leading 2024,False,False,False,False,AUS,"SA Athletic Stadium, Adelaide",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
600 Metres Short Track,1:17.36,,Wilson QUINCY,2008-01-08,USA,"Armory Track&Field Center, New York, NY (USA) (i)",M,2024-02-11,2024,World U20 Leading 2024,True,False,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
500 Metres Short Track,1:01.27,,Wilson QUINCY,2008-01-08,USA,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",M,2024-01-12,2024,World U20 Leading 2024,True,False,False,False,USA,"Virginia Beach Sports Center, Virginia Beach, VA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
500 Metres,1:01.27,,Wilson QUINCY,2008-01-08,USA,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",M,2024-01-12,2024,World U20 Leading 2024,True,False,False,False,USA,"Virginia Beach Sports Center, Virginia Beach, VA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
400 Metres Short Track,45.76,,Wilson QUINCY,2008-01-08,USA,"The Track at New Balance, Boston, MA (USA) (i)",M,2024-03-10,2024,World U20 Leading 2024,True,False,False,False,USA,"The Track at New Balance, Boston, MA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
400 Metres,44.53,,Samuel OGAZI,2006-05-14,NGR,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",M,2024-05-24,2024,World U20 Leading 2024,False,False,False,False,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY",United States of America,Americas,North America,38.0,-97.0,,,,,
300 Metres Short Track,32.85,,Caine STANLEY,,USA,"Armory Track&Field Center, New York, NY (USA) (i)",M,2024-02-11,2024,World U20 Leading 2024,True,False,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
300 Metres,32.85,,Caine STANLEY,,USA,"Armory Track&Field Center, New York, NY (USA) (i)",M,2024-02-11,2024,World U20 Leading 2024,True,False,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
10 Kilometres Race Walk,42:46,,Kumiko OKADA,1991-10-17,JPN,Tokyo (JPN),W,2024-01-01,2024,World Leading 2024,False,False,False,False,JPN,Tokyo,Japan,Asia,Eastern Asia,36.0,138.0,Japan,Asia,Eastern Asia,36.0,138.0
4x400 Metres Relay Short Track,3:25.07,,Netherlands,,NED,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-03,2024,World Leading 2024,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75
"20,000 Metres Race Walk",1:30:50.00,,Ivana RENIĆ,1996-08-21,CRO,"Sports Park Mladost, Zagreb (CRO)",W,2024-05-11,2024,World Leading 2024,False,False,False,False,CRO,"Sports Park Mladost, Zagreb",Republic of Croatia,Europe,Southeast Europe,45.16666666,15.5,Republic of Croatia,Europe,Southeast Europe,45.16666666,15.5
20 Kilometres Race Walk,1:24:31,,Elvira CHEPAREVA,2000-01-10,RUS,"Avtodrom, Sochi (RUS)",W,2024-02-27,2024,World Leading 2024,False,False,False,False,RUS,"Avtodrom, Sochi",Russian Federation,Europe,Eastern Europe,60.0,100.0,Russian Federation,Europe,Eastern Europe,60.0,100.0
Sprint Medley 1000m,2:11.11,,Turebergs FK U20,,SWE,"Uppsala Friidrottsarena, Uppsala (SWE)",W,2024-05-25,2024,World Leading 2024,False,False,False,False,SWE,"Uppsala Friidrottsarena, Uppsala",Kingdom of Sweden,Europe,Northern Europe,62.0,15.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
Pole Vault,5.55,,Hendrik MÜLLER,2005-03-02,GER,"Helmut-Körnig-Halle, Dortmund (GER) (i)",M,2024-02-24,2024,World U20 Leading 2024,True,False,False,False,GER,"Helmut-Körnig-Halle, Dortmund",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
Pole Vault,5.55,,Seifeldin HENEIDA ABDESALAM,2005-03-28,QAT,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",M,2024-02-18,2024,World U20 Leading 2024,True,False,False,False,IRI,"Aftab Enghelab Sport Complex, Tehran",,,,,,State of Qatar,Asia,Western Asia,25.5,51.25
4x200 Metres Relay Short Track,1:34.78,,Montverde TC-FL,,INT,"Armory Track&Field Center, New York, NY (USA) (i)",W,2024-02-11,2024,World Leading 2024,True,False,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,,,,,
High Jump,2.24,,Vines SCOTTIE,,USA,"Mike A. Myers Stadium, Austin, TX (USA)",M,2024-03-29,2024,World U20 Leading 2024,False,False,False,False,USA,"Mike A. Myers Stadium, Austin, TX",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
3000 Metres Steeplechase,8:21.25,,Milkesa FIKADU,2005-02-20,ETH,"Estadio Iberoamericano, Huelva (ESP)",M,2024-04-30,2024,World U20 Leading 2024,False,False,False,False,ESP,"Estadio Iberoamericano, Huelva",Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
4x200 Metres Relay,1:27.05,,Team International,,INT,"Mike A. Myers Stadium, Austin, TX (USA)",W,2024-03-30,2024,World Leading 2024,False,False,False,False,USA,"Mike A. Myers Stadium, Austin, TX",United States of America,Americas,North America,38.0,-97.0,,,,,
2000 Metres Steeplechase,5:45.46,,Aarno LIEBL,2005-05-21,SUI,"Schönbuchstadion, Pliezhausen (GER)",M,2024-05-05,2024,World U20 Leading 2024,False,False,False,False,GER,"Schönbuchstadion, Pliezhausen",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Swiss Confederation,Europe,Western Europe,47.0,8.0
400 Metres Hurdles,49.57,,Njabulo MBATHA,2007-04-24,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",M,2024-04-19,2024,World U20 Leading 2024,False,False,False,False,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg",Republic of South Africa,Africa,Southern Africa,-29.0,24.0,Republic of South Africa,Africa,Southern Africa,-29.0,24.0
110 Metres Hurdles (99.0cm),13.24,+1.2,Oumar Doudai ABAKAR,2005-01-01,QAT,Dubai (UAE),M,2024-04-26,2024,World U20 Leading 2024,False,False,False,False,UAE,Dubai,,,,,,State of Qatar,Asia,Western Asia,25.5,51.25
110 Metres Hurdles,13.56,+0.5,Andre KORBMACHER,2005-04-30,USA,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",M,2024-03-22,2024,World U20 Leading 2024,False,False,False,False,USA,"Florida State University - Mike Long Track, Tallahassee, FL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
4x100 Metres Relay,41.85,,United States,,USA,"The Bahamas National Stadium, Nassau (BAH)",W,2024-05-05,2024,World Leading 2024,False,False,False,False,BAH,"The Bahamas National Stadium, Nassau",Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963,United States of America,Americas,North America,38.0,-97.0
60 Metres Hurdles (99.0cm),7.61,,Rasmus VEHMAA,2005-01-16,FIN,"Hipposhalli, Jyväskylä (FIN) (i)",M,2024-02-03,2024,World U20 Leading 2024,True,False,False,False,FIN,"Hipposhalli, Jyväskylä",Republic of Finland,Europe,Northern Europe,64.0,26.0,Republic of Finland,Europe,Northern Europe,64.0,26.0
Pentathlon Short Track,4773,,Noor VIDTS,1996-05-30,BEL,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-01,2024,World Leading 2024,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0
60 Metres Hurdles,7.67,,Andre KORBMACHER,2005-04-30,USA,"The Track at New Balance, Boston, MA (USA) (i)",M,2024-02-04,2024,World U20 Leading 2024,True,False,False,False,USA,"The Track at New Balance, Boston, MA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
"10,000 Metres",27:21.52,,Kazuma MAEDA,2005-01-16,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",M,2024-05-03,2024,World U20 Leading 2024,False,False,False,False,JPN,"Prefectural Shizuoka Stadium, Fukuroi",Japan,Asia,Eastern Asia,36.0,138.0,Japan,Asia,Eastern Asia,36.0,138.0
