discipline,performance,wind,competitor,date_of_birth,country,venue,gender,date,year,record_type,is_indoor,pending_ratification,mixed_gender_race,women_only_race,venue_country,venue_city,venue_country_official_name,venue_country_region,venue_country_subregion,venue_country_latitude,venue_country_longitude,comp_country_official_name,comp_country_region,comp_country_subregion,comp_country_latitude,comp_country_longitude
3000 Metres,8:28.83,,Zola BUDD,1966-05-26,GBR,"Stadio Olimpico, Roma (ITA)",W,1985-09-07,1985,World U20 Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
Discus Throw,74.08,,Jürgen SCHULT,1960-05-11,GDR,Neubrandenburg (GDR),M,1986-06-06,1986,World Records,False,False,False,False,GDR,Neubrandenburg,,,,,,,,,,
50 Metres Hurdles,6.25,,Mark MCKOY,1961-12-10,CAN,Kobe (JPN) (i),M,1986-03-05,1986,World Records,True,False,False,False,JPN,Kobe,Japan,Asia,Eastern Asia,36.0,138.0,Canada,Americas,North America,60.0,-95.0
Discus Throw,65.86,,Ilke WYLUDDA,1969-03-28,GDR,Neubrandenburg (GDR),M,1986-08-01,1986,U18 World Best Performances,False,False,False,False,GDR,Neubrandenburg,,,,,,,,,,
50 Metres Hurdles,6.25,,Mark MCKOY,1961-12-10,CAN,Kobe (JPN) (i),M,1986-03-05,1986,Nacac Records,True,False,False,False,JPN,Kobe,Japan,Asia,Eastern Asia,36.0,138.0,Canada,Americas,North America,60.0,-95.0
10 Kilometres Road,27:41,,Arturo BARRIOS,1963-12-12,MEX,"Phoenix, AZ (USA)",M,1986-03-01,1986,Nacac Records,False,False,False,False,USA,"Phoenix, AZ",United States of America,Americas,North America,38.0,-97.0,United Mexican States,Americas,North America,23.0,-102.0
600 Metres,1:12.81,,Johnny GRAY,1960-06-19,USA,"Santa Monica, CA (USA)",W,1986-05-24,1986,World Best Performances,False,False,False,False,USA,"Santa Monica, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
2000 Metres Steeplechase,5:28.56,,Jon AZKUETA,1967-07-02,ESP,"Olympic Stadium, Athina (GRE)",W,1986-07-20,1986,World U20 Championships Records,False,False,False,False,GRE,"Olympic Stadium, Athina",Hellenic Republic,Europe,Southern Europe,39.0,22.0,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0
50 Metres Hurdles,6.25,,Mark MCKOY,1961-12-10,CAN,Kobe (JPN) (i),W,1986-03-05,1986,Nacac Records,True,False,False,False,JPN,Kobe,Japan,Asia,Eastern Asia,36.0,138.0,Canada,Americas,North America,60.0,-95.0
600 Metres,1:12.81,,Johnny GRAY,1960-06-19,USA,"Santa Monica, CA (USA)",M,1986-05-24,1986,World Best Performances,False,False,False,False,USA,"Santa Monica, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
55 Metres,6.55,,Jeanette BOLDEN,1960-01-26,USA,"Inglewood, CA (USA) (i)",W,1986-02-21,1986,World Best Performances,True,False,False,False,USA,"Inglewood, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
55 Metres,6.55,,Jeanette BOLDEN,1960-01-26,USA,"Inglewood, CA (USA) (i)",M,1986-02-21,1986,World Best Performances,True,False,False,False,USA,"Inglewood, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Hammer Throw,86.74,,Yuriy SEDYKH,1955-06-11,URS,"Neckarstadion, Stuttgart (GER)",M,1986-08-30,1986,World Records,False,False,False,False,GER,"Neckarstadion, Stuttgart",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
10 Kilometres Road,27:41,,Arturo BARRIOS,1963-12-12,MEX,"Phoenix, AZ (USA)",W,1986-03-01,1986,Nacac Records,False,False,False,False,USA,"Phoenix, AZ",United States of America,Americas,North America,38.0,-97.0,United Mexican States,Americas,North America,23.0,-102.0
Discus Throw,65.86,,Ilke WYLUDDA,1969-03-28,GDR,Neubrandenburg (GDR),W,1986-08-01,1986,U18 World Best Performances,False,False,False,False,GDR,Neubrandenburg,,,,,,,,,,
Hammer Throw,86.74,,Yuriy SEDYKH,1955-06-11,URS,"Neckarstadion, Stuttgart (GER)",W,1986-08-30,1986,European Records,False,False,False,False,GER,"Neckarstadion, Stuttgart",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
Discus Throw,74.08,,Jürgen SCHULT,1960-05-11,GDR,Neubrandenburg (GDR),W,1986-06-06,1986,European Records,False,False,False,False,GDR,Neubrandenburg,,,,,,,,,,
Hammer Throw,86.74,,Yuriy SEDYKH,1955-06-11,URS,"Neckarstadion, Stuttgart (GER)",M,1986-08-30,1986,European Records,False,False,False,False,GER,"Neckarstadion, Stuttgart",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
Discus Throw,74.08,,Jürgen SCHULT,1960-05-11,GDR,Neubrandenburg (GDR),M,1986-06-06,1986,European Records,False,False,False,False,GDR,Neubrandenburg,,,,,,,,,,
Discus Throw,74.08,,Jürgen SCHULT,1960-05-11,GDR,Neubrandenburg (GDR),W,1986-06-06,1986,World Records,False,False,False,False,GDR,Neubrandenburg,,,,,,,,,,
50 Metres Hurdles,6.25,,Mark MCKOY,1961-12-10,CAN,Kobe (JPN) (i),W,1986-03-05,1986,World Records,True,False,False,False,JPN,Kobe,Japan,Asia,Eastern Asia,36.0,138.0,Canada,Americas,North America,60.0,-95.0
Hammer Throw,86.74,,Yuriy SEDYKH,1955-06-11,URS,"Neckarstadion, Stuttgart (GER)",W,1986-08-30,1986,World Records,False,False,False,False,GER,"Neckarstadion, Stuttgart",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
2000 Metres Steeplechase,5:28.56,,Jon AZKUETA,1967-07-02,ESP,"Olympic Stadium, Athina (GRE)",M,1986-07-20,1986,World U20 Championships Records,False,False,False,False,GRE,"Olympic Stadium, Athina",Hellenic Republic,Europe,Southern Europe,39.0,22.0,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0
Long Jump,7.36,+0.4,Jackie JOYNER-KERSEE,1962-03-03,USA,"Stadio Olimpico, Roma (ITA)",M,1987-09-04,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,United States of America,Americas,North America,38.0,-97.0
800 Metres,2:01.84,,Nadine DEBOIS,1961-09-25,FRA,Talence (FRA),M,1987-09-27,1987,Combined Best Performances,False,False,False,False,FRA,Talence,French Republic,Europe,Western Europe,46.0,2.0,French Republic,Europe,Western Europe,46.0,2.0
High Jump,2.05,,Stefka KOSTADINOVA,1965-03-25,BUL,"Hoosier Dome, Indianapolis, IN (USA) (i)",M,1987-03-08,1987,World Indoor Championships Records,True,False,False,False,USA,"Hoosier Dome, Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
5000 Metres Race Walk Short Track,18:52.20,,David SMITH,1955-07-24,AUS,"Hoosier Dome, Indianapolis, IN (USA) (i)",W,1987-03-07,1987,Oceanian Records,True,False,False,False,USA,"Hoosier Dome, Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
High Jump,2.09,,Stefka KOSTADINOVA,1965-03-25,BUL,"Stadio Olimpico, Roma (ITA)",W,1987-08-30,1987,World Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
5000 Metres Race Walk Short Track,18:52.20,,David SMITH,1955-07-24,AUS,"Hoosier Dome, Indianapolis, IN (USA) (i)",M,1987-03-07,1987,Oceanian Records,True,False,False,False,USA,"Hoosier Dome, Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
800 Metres,2:01.84,,Nadine DEBOIS,1961-09-25,FRA,Talence (FRA),W,1987-09-27,1987,Combined Best Performances,False,False,False,False,FRA,Talence,French Republic,Europe,Western Europe,46.0,2.0,French Republic,Europe,Western Europe,46.0,2.0
High Jump,2.09,,Stefka KOSTADINOVA,1965-03-25,BUL,"Stadio Olimpico, Roma (ITA)",M,1987-08-30,1987,European Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
Long Jump,7.14,+0.9,Jackie JOYNER-KERSEE,1962-03-03,USA,"Stadio Olimpico, Roma (ITA)",W,1987-09-01,1987,World Championships Combined Best Performances,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,United States of America,Americas,North America,38.0,-97.0
1000 Metres Short Track,2:46.6h,,Xiujuan GENG,1964-01-16,CHN,Beijing (CHN) (i),W,1987-03-27,1987,Asian Records,True,False,False,False,CHN,Beijing,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
Shot Put,22.63,,Natalya LISOVSKAYA,1962-07-16,URS,Moskva (URS),W,1987-06-07,1987,World Records,False,False,False,False,URS,Moskva,,,,,,,,,,
Shot Put,22.63,,Natalya LISOVSKAYA,1962-07-16,URS,Moskva (URS),M,1987-06-07,1987,World Records,False,False,False,False,URS,Moskva,,,,,,,,,,
High Jump,2.09,,Stefka KOSTADINOVA,1965-03-25,BUL,"Stadio Olimpico, Roma (ITA)",M,1987-08-30,1987,World Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
High Jump,2.25,,Christian SCHENK,1965-02-09,GDR,"Stadio Olimpico, Roma (ITA)",W,1987-09-03,1987,World Championships Combined Best Performances,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
1000 Metres Short Track,2:46.6h,,Xiujuan GENG,1964-01-16,CHN,Beijing (CHN) (i),M,1987-03-27,1987,Asian Records,True,False,False,False,CHN,Beijing,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
Long Jump,7.14,+0.9,Jackie JOYNER-KERSEE,1962-03-03,USA,"Stadio Olimpico, Roma (ITA)",M,1987-09-01,1987,World Championships Combined Best Performances,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,United States of America,Americas,North America,38.0,-97.0
Shot Put,22.63,,Natalya LISOVSKAYA,1962-07-16,URS,Moskva (URS),M,1987-06-07,1987,European Records,False,False,False,False,URS,Moskva,,,,,,,,,,
High Jump,2.09,,Stefka KOSTADINOVA,1965-03-25,BUL,"Stadio Olimpico, Roma (ITA)",W,1987-08-30,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
High Jump,2.09,,Stefka KOSTADINOVA,1965-03-25,BUL,"Stadio Olimpico, Roma (ITA)",M,1987-08-30,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
Shot Put,21.24,,Natalya LISOVSKAYA,1962-07-16,URS,"Stadio Olimpico, Roma (ITA)",W,1987-09-05,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
High Jump,2.42,,Patrik SJÖBERG,1965-01-05,SWE,Stockholm (SWE),W,1987-06-30,1987,European Records,False,False,False,False,SWE,Stockholm,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
5000 Metres Race Walk Short Track,18:38.71,,Ernesto CANTO,1959-10-18,MEX,"Hoosier Dome, Indianapolis, IN (USA) (i)",M,1987-03-07,1987,Nacac Records,True,False,False,False,USA,"Hoosier Dome, Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,United Mexican States,Americas,North America,23.0,-102.0
High Jump,2.42,,Patrik SJÖBERG,1965-01-05,SWE,Stockholm (SWE),M,1987-06-30,1987,European Records,False,False,False,False,SWE,Stockholm,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
Long Jump,8.86,+1.9,Robert EMMIYAN,1965-02-16,URS,Tsakhadzor (ARM),M,1987-05-22,1987,European Records,False,False,False,False,ARM,Tsakhadzor,,,,,,,,,,
Shot Put,21.24,,Natalya LISOVSKAYA,1962-07-16,URS,"Stadio Olimpico, Roma (ITA)",M,1987-09-05,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
Long Jump,8.86,+1.9,Robert EMMIYAN,1965-02-16,URS,Tsakhadzor (ARM),W,1987-05-22,1987,European Records,False,False,False,False,ARM,Tsakhadzor,,,,,,,,,,
Long Jump,7.36,+0.4,Jackie JOYNER-KERSEE,1962-03-03,USA,"Stadio Olimpico, Roma (ITA)",W,1987-09-04,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,United States of America,Americas,North America,38.0,-97.0
High Jump,2.05,,Stefka KOSTADINOVA,1965-03-25,BUL,"Hoosier Dome, Indianapolis, IN (USA) (i)",W,1987-03-08,1987,World Indoor Championships Records,True,False,False,False,USA,"Hoosier Dome, Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
Discus Throw,71.62,,Martina HELLMANN,1960-12-12,GDR,"Stadio Olimpico, Roma (ITA)",M,1987-08-31,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
High Jump,2.25,,Christian SCHENK,1965-02-09,GDR,"Stadio Olimpico, Roma (ITA)",M,1987-09-03,1987,World Championships Combined Best Performances,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
Discus Throw,71.62,,Martina HELLMANN,1960-12-12,GDR,"Stadio Olimpico, Roma (ITA)",W,1987-08-31,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,,,,,
5000 Metres Race Walk Short Track,18:38.71,,Ernesto CANTO,1959-10-18,MEX,"Hoosier Dome, Indianapolis, IN (USA) (i)",W,1987-03-07,1987,Nacac Records,True,False,False,False,USA,"Hoosier Dome, Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,United Mexican States,Americas,North America,23.0,-102.0
Shot Put,22.63,,Natalya LISOVSKAYA,1962-07-16,URS,Moskva (URS),W,1987-06-07,1987,European Records,False,False,False,False,URS,Moskva,,,,,,,,,,
Heptathlon,7128,,Jackie JOYNER-KERSEE,1962-03-03,USA,"Stadio Olimpico, Roma (ITA)",W,1987-09-01,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,United States of America,Americas,North America,38.0,-97.0
High Jump,2.09,,Stefka KOSTADINOVA,1965-03-25,BUL,"Stadio Olimpico, Roma (ITA)",W,1987-08-30,1987,European Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Bulgaria,Europe,Southeast Europe,43.0,25.0
Heptathlon,7128,,Jackie JOYNER-KERSEE,1962-03-03,USA,"Stadio Olimpico, Roma (ITA)",M,1987-09-01,1987,World Championships In Athletics Records,False,False,False,False,ITA,"Stadio Olimpico, Roma",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,United States of America,Americas,North America,38.0,-97.0
50 Metres Hurdles,6.58,,Cornelia OSCHKENAT,1961-10-29,GDR,Berlin (GER) (i),M,1988-02-20,1988,European Records,True,False,False,False,GER,Berlin,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
High Jump,2.42,,Carlo THRÄNHARDT,1957-07-05,FRG,Berlin (GER) (i),W,1988-02-26,1988,European Records,True,False,False,False,GER,Berlin,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
400 Metres Hurdles,53.17,,Debbie FLINTOFF-KING,1960-04-20,AUS,"Olympic Stadium, Jamsil, Seoul (KOR)",M,1988-09-28,1988,Oceanian Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
400 Metres,43.87,,Steve LEWIS,1969-05-16,USA,"Olympic Stadium, Jamsil, Seoul (KOR)",W,1988-09-28,1988,World U20 Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,United States of America,Americas,North America,38.0,-97.0
400 Metres,44.38,,Darren CLARK,1965-09-06,AUS,"Olympic Stadium, Jamsil, Seoul (KOR)",M,1988-09-26,1988,Oceanian Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
4x400 Metres Relay,3:15.17,,Soviet Union,,URS,"Olympic Stadium, Jamsil, Seoul (KOR)",W,1988-10-01,1988,Olympic Games Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,,,,,
Heptathlon,7291,,Jackie JOYNER-KERSEE,1962-03-03,USA,"Olympic Stadium, Jamsil, Seoul (KOR)",W,1988-09-24,1988,World Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,United States of America,Americas,North America,38.0,-97.0
Heptathlon,7291,,Jackie JOYNER-KERSEE,1962-03-03,USA,"Olympic Stadium, Jamsil, Seoul (KOR)",W,1988-09-24,1988,Olympic Games Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,United States of America,Americas,North America,38.0,-97.0
Discus Throw,74.40,,Ilke WYLUDDA,1969-03-28,GDR,Berlin (GER),W,1988-09-13,1988,World U20 Records,False,False,False,False,GER,Berlin,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
Shot Put,23.06,,Ulf TIMMERMANN,1962-11-01,GDR,Chania (GRE),W,1988-05-22,1988,European Records,False,False,False,False,GRE,Chania,Hellenic Republic,Europe,Southern Europe,39.0,22.0,,,,,
Shot Put,21.76,,Meisu LI,1959-04-17,CHN,Shijiazhuang (CHN),W,1988-04-23,1988,Asian Records,False,False,False,False,CHN,Shijiazhuang,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
Hammer Throw,84.80,,Sergey LITVINOV,1958-01-23,URS,"Olympic Stadium, Jamsil, Seoul (KOR)",W,1988-09-26,1988,Olympic Games Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,,,,,
Discus Throw,74.40,,Ilke WYLUDDA,1969-03-28,GDR,Berlin (GER),M,1988-09-13,1988,World U20 Records,False,False,False,False,GER,Berlin,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
Long Jump,7.52,+1.4,Galina CHISTYAKOVA,1962-07-26,URS,Leningrad (URS),M,1988-06-11,1988,European Records,False,False,False,False,URS,Leningrad,,,,,,,,,,
100 Metres,10.49,0.0,Florence GRIFFITH-JOYNER,1959-12-21,USA,"Indianapolis, IN (USA)",W,1988-07-16,1988,World Records,False,False,False,False,USA,"Indianapolis, IN",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
200 Metres,21.34,+1.3,Florence GRIFFITH-JOYNER,1959-12-21,USA,"Olympic Stadium, Jamsil, Seoul (KOR)",W,1988-09-29,1988,World Records,False,False,False,False,KOR,"Olympic Stadium, Jamsil, Seoul",Republic of Korea,Asia,Eastern Asia,37.0,127.5,United States of America,Americas,North America,38.0,-97.0
High Jump,2.42,,Carlo THRÄNHARDT,1957-07-05,FRG,Berlin (GER) (i),M,1988-02-26,1988,European Records,True,False,False,False,GER,Berlin,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
Shot Put,23.06,,Ulf TIMMERMANN,1962-11-01,GDR,Chania (GRE),M,1988-05-22,1988,European Records,False,False,False,False,GRE,Chania,Hellenic Republic,Europe,Southern Europe,39.0,22.0,,,,,
400 Metres Short Track,45.05,,Thomas SCHÖNLEBE,1965-08-06,GDR,Sindelfingen (GER) (i),M,1988-02-05,1988,European Records,True,False,False,False,GER,Sindelfingen,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
